Slope,rep,Topo,Aspect,current.year,start.year,sowing.year,cage,lifted,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseedpods,avgseedpods,proportionseeded,sdays,daysseeding,finalseedbank,nativebiomass,nonnativebiomass,nativecover,nonnativecover,avg_nonnative_height,avg_native_height,ercacover,ph,som,ec,nitrogen,carbon,bulkdensity,march.soil.percent.water.content,jan.avg.vwc,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
swale,4,No.aspect Swale,no.aspect,3,2,2015,small,no,Caged,Severe,27,1,0,1,3.70%,no,68,68,100,40,43,162,,,,,,,,6.69,2.915,35.1,0.061559985,0.54151915,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,5,No.aspect Swale,no.aspect,3,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.07,2.867,42.75,0.032717105,0.7005486,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,5,No.aspect Swale,no.aspect,3,2,2015,big,no,Caged,Severe,32,1,0,1,3.13%,no,3,3,100,104,14,37,,,,,,,,6.25,4.731,26.75,0.0408588,1.25105595,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,5,No.aspect Swale,no.aspect,3,2,2015,small,no,Caged,Mild,148,13,3,10,8.78%,yes,532,53.2,76.92307692,49.5,30.4,1199,,,,,,,,6.775,2.575,20.75,0.052427105,0.468903,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,6,No.aspect Swale,no.aspect,3,2,2015,none,no,No Cage,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,6.815,2.1955,30.9,0.076410345,0.65390695,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,6,No.aspect Swale,no.aspect,3,2,2015,big,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,5.375,1.8165,46.95,0,0.6073881,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,6,No.aspect Swale,no.aspect,3,2,2015,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,7.415,1.85,32.8,0.063681345,0.4955881,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,2,1,2014,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,80,,,,1,6.29,2.4342,23.75,0.02079592,1.0641207,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,1,No.aspect Swale,no.aspect,2,1,2014,big,no,Caged,Mild,33,1,1,0,3.03%,no,0,0,0,,,32,,,80,,,,1,5.015,2.892,46.25,0,0.9144148,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,1,No.aspect Swale,no.aspect,2,1,2014,small,no,Caged,Mild,37,2,2,0,5.41%,no,0,0,0,,,35,,,80,,,,1,5.72,4.50555,33.45,0.07135144,2.644816,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,3,No.aspect Swale,no.aspect,2,1,2014,none,no,No Cage,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,80,,,,1,7.52,1.7475,38.85,0.02187346,0.6397984,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,3,No.aspect Swale,no.aspect,2,1,2014,big,no,Caged,Mild,29,1,0,1,3.45%,no,59,59,100,68,45,146,,,80,,,,1,5.855,1.3555,23.5,0.01921891,0.5112983,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,3,No.aspect Swale,no.aspect,2,1,2014,small,no,Caged,Mild,35,1,0,1,2.86%,no,174,174,100,82,31,382,,,80,,,,1,6.3,3.81,14,0.058379525,0.5739372,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,South Steep,south,2,1,2014,none,no,No Cage,Severe,36,2,2,0,5.56%,no,0,0,0,,,34,,,50,,,,1,6.67,0.9735,17.9,0.029109955,0.29065965,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,South Steep,south,2,1,2014,big,no,Caged,Mild,39,3,3,0,7.69%,yes,0,0,0,,,36,,,50,,,,1,6.61,1.9245,6.35,0.025188235,0.12230563,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,South Steep,south,2,1,2014,small,no,Caged,Mild,31,6,6,0,19.35%,no,0,0,0,,,25,,,50,,,,1,6.345,2.396,11.7,0.026917945,0.26728505,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,South Steep,south,2,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,50,,,,2,6.02,1.589,34.5,0.01708491,0.29584435,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,South Steep,south,2,1,2014,big,no,Caged,Severe,38,2,1,1,5.26%,no,49,49,50,68,45,134,,,50,,,,2,5.74,1.818,31.4,0.03967767,0.6011692,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,South Steep,south,2,1,2014,small,no,Caged,Mild,34,1,1,0,2.94%,no,0,0,0,,,33,,,50,,,,2,6.935,2.37,17.75,0.05470376,0.9791892,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,3,South Gentle,south,2,1,2014,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,40,,,,1,5.49,4.585,40,0.088741215,1.1707635,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,3,South Gentle,south,2,1,2014,big,no,Caged,Mild,40,3,3,0,7.50%,no,0,0,0,,,37,,,40,,,,1,5.545,3.475,24.55,0.049255829,0.68140035,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,3,South Gentle,south,2,1,2014,small,no,Caged,Mild,39,2,1,1,5.13%,no,249,249,50,82,45,535,,,40,,,,1,5.28,2.4095,30.8,0.02624376,0.6555965,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,North Steep,north,2,2,2015,none,no,No Cage,Severe,40,3,3,0,7.50%,no,0,0,0,,,37,,,38,,,,5,5.515,8.39,42.7,0,1.417365,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,North Steep,north,2,2,2015,big,no,Caged,Mild,40,13,7,6,32.50%,no,148,24.66666667,46.15384615,89.33333333,12.28,323,,,38,,,,5,5.385,7.11,37.85,0,0.7806928,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,North Steep,north,2,2,2015,small,no,Caged,Severe,40,9,7,2,22.50%,no,3,1.5,22.22222222,100,0,37,,,38,,,,5,5.625,8.635,37.95,0,1.266846,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,North Steep,north,2,2,2015,none,no,No Cage,No Herbivory,40,1,1,0,2.50%,no,0,0,0,,,39,,,35,,,,5,5.565,3.605,32.65,0,0.52013245,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,North Steep,north,2,2,2015,big,no,Caged,No Herbivory,40,3,3,0,7.50%,no,0,0,0,,,37,,,35,,,,5,5.57,6.995,38.7,0.06428302,0.8171943,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,3,North Steep,north,2,2,2015,small,no,Caged,Severe,40,12,12,0,30.00%,no,0,0,0,,,28,,,35,,,,5,6.785,6.4,31.55,0.04034082,1.5241305,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,South Steep,south,2,1,2014,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,30,,,,5,6.745,1.356,13.5,0.019222375,0,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,South Steep,south,2,1,2014,big,no,Caged,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,30,,,,5,6.49,2.068,29.65,0.028855335,0.20495255,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,South Steep,south,2,1,2014,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,30,,,,5,6.64,1.107,18.25,0.047090505,0.31778755,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,North Steep,north,2,2,2015,none,no,No Cage,Severe,40,7,6,1,17.50%,no,2,2,14.28571429,139,0,37,,,27,,,,2,6.29,2.665,15.95,0.03640489,0.2277488,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,North Steep,north,2,2,2015,big,no,Caged,Severe,40,9,8,1,22.50%,no,23,23,11.11111111,113,14,77,,,27,,,,2,6.145,5.545,21.75,0.044625775,0.7734109,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,North Steep,north,2,2,2015,small,no,Caged,Mild,40,8,6,2,20.00%,no,139,69.5,25,85.5,48.5,310,,,27,,,,2,5.51,7.945,29.55,0.031090675,0.57696615,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,2,No.aspect Swale,no.aspect,2,1,2014,none,no,No Cage,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,20,,,,1,5.835,1.02,26.9,0.025871695,0.47099525,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,2,No.aspect Swale,no.aspect,2,1,2014,big,no,Caged,Mild,39,5,5,0,12.82%,no,0,0,0,82,7,34,,,20,,,,1,6.465,1.915,23.7,0.04445328,0.3876331,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,2,No.aspect Swale,no.aspect,2,1,2014,small,no,Caged,Mild,50,8,8,0,16.00%,yes,0,0,0,68,0,42,,,20,,,,1,6.075,1.9,39.9,0.06904331,0.8546079,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,2,1,2014,none,no,No Cage,Mild,39,1,1,0,2.56%,no,0,0,0,,,38,,,10,,,,1,6.2,2.43,29.55,0.05107025,0.41182745,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,2,1,2014,big,no,Caged,Severe,36,3,1,2,8.33%,no,22,11,66.66666667,82,31,77,,,10,,,,1,5.97,3.1305,29.4,0.034872385,0.2726921,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,2,1,2014,small,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,10,,,,1,5.665,2.7,48.7,0.02351763,0.59764135,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,2,South Gentle,south,2,1,2014,none,no,No Cage,Severe,39,2,1,1,5.13%,no,63,63,0,82,31,163,,,10,,,,1,6.05,3.335,31.9,0.071009595,0.9018188,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,2,South Gentle,south,2,1,2014,big,no,Caged,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,10,,,,1,6.05,4.71,35.55,0.084710795,1.0261715,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,2,South Gentle,south,2,1,2014,small,no,Caged,Mild,40,3,1,2,7.50%,no,108,54,66.66666667,82,31,253,,,10,,,,1,6.04,5.965,39.7,0.10647238,1.785604,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,1,No.aspect Ridge,no.aspect,2,1,2014,none,no,No Cage,Severe,40,1,0,1,2.50%,no,42,42,100,82,0,123,,,,,,,,5.6,3.26,17,0.077025355,0.778946,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,1,No.aspect Ridge,no.aspect,2,1,2014,big,no,Caged,Severe,40,2,0,2,5.00%,no,62,31,100,68,57,162,,,,,,,,6.005,5.795,47.75,0.0808851,1.63661885,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,1,No.aspect Ridge,no.aspect,2,1,2014,small,no,Caged,Mild,40,5,2,3,12.50%,no,94,31.33333333,60,78,20.66666667,223,,,,,,,,6.2,3.104,30.65,0,0.69382165,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,2,No.aspect Ridge,no.aspect,2,1,2014,none,no,No Cage,Severe,39,3,3,0,7.69%,no,0,0,0,,,36,,,,,,,,6.29,3.87,38.45,0,0.9661617,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,2,No.aspect Ridge,no.aspect,2,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.48,6.8,51.1,0.079254195,1.03387125,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,2,No.aspect Ridge,no.aspect,2,1,2014,small,no,Caged,Severe,29,2,1,1,6.90%,no,7,7,50,70,14,41,,,,,,,,6.625,0.575,40.05,0.033405905,0.4886722,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,3,No.aspect Ridge,no.aspect,2,1,2014,none,no,No Cage,Severe,35,1,1,0,2.86%,no,0,0,0,,,34,,,,,,,,6.195,4.705,31.45,0.087311655,0.77844155,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,3,No.aspect Ridge,no.aspect,2,1,2014,big,no,Caged,No Herbivory,40,3,3,0,7.50%,no,0,0,0,,,37,,,,,,,,6.24,3.43,40.15,0,0.7859843,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
ridge,3,No.aspect Ridge,no.aspect,2,1,2014,small,no,Caged,Mild,39,1,1,0,2.56%,no,0,0,0,,,38,,,,,,,,6.46,4.325,26.65,0.056994475,0.7098949,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,4,South Gentle,south,2,2,2015,none,no,No Cage,No Herbivory,40,9,1,0,22.50%,no,0,0,0,,,31,,,,,,,,5.94,1.905,39.65,0.080843045,1.1533976,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,4,South Gentle,south,2,2,2015,big,no,Caged,Mild,40,13,13,0,32.50%,no,0,0,0,,,27,,,,,,,,5.88,2.295,19.75,0.079195345,1.0552516,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,4,South Gentle,south,2,2,2015,small,no,Caged,No Herbivory,40,10,10,0,25.00%,no,0,0,0,,,30,,,,,,,,5.465,2.375,33.75,0.0195615,0.5656115,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,5,South Gentle,south,2,2,2015,none,no,No Cage,Mild,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,5.38,2.855,25.55,0,0.5956499,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,5,South Gentle,south,2,2,2015,big,no,Caged,Mild,40,8,8,0,20.00%,no,0,0,0,,,32,,,,,,,,5.555,1.2,23.95,0.02659348,0.5780991,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,5,South Gentle,south,2,2,2015,small,no,Caged,Mild,40,4,2,2,10.00%,no,11,5.5,50,101,14,58,,,,,,,,6.01,3.43,21.3,0.048114535,0.42993585,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,6,South Gentle,south,2,2,2015,none,no,No Cage,Mild,40,5,4,1,12.50%,no,36,36,20,70,43,107,,,,,,,,5.955,2.84,57.95,0.051315255,0.4244537,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,6,South Gentle,south,2,2,2015,big,no,Caged,Mild,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,6.03,1.93,16.55,0.044332955,0.4225639,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,6,South Gentle,south,2,2,2015,small,no,Caged,Severe,40,7,7,0,17.50%,no,0,0,0,,,33,,,,,,,,5.475,1.5555,30.7,0.029418635,0.53300175,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,4,South Steep,south,2,2,2015,none,no,No Cage,Severe,40,12,12,0,30.00%,no,0,0,0,,,28,,,,,,,,6.8,2.345,34.85,0.016962155,1.06648055,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,4,South Steep,south,2,2,2015,big,no,Caged,No Herbivory,40,15,15,0,37.50%,no,0,0,0,,,25,,,,,,,,5.99,2.95,32.8,0.039004985,0.5322551,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,4,South Steep,south,2,2,2015,small,no,Caged,Severe,40,13,13,0,32.50%,no,0,0,0,,,27,,,,,,,,6.335,3.31,66.35,0.052005475,0.3698053,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,5,South Steep,south,2,2,2015,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.395,2.05,18.5,0.05563932,0.3601587,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,5,South Steep,south,2,2,2015,big,no,Caged,Mild,40,8,8,0,20.00%,no,0,0,0,,,32,,,,,,,,6.45,2.84,34.05,0.05428337,0.62390005,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,5,South Steep,south,2,2,2015,small,no,Caged,Severe,40,18,17,1,45.00%,no,14,14,5.555555556,82,14,50,,,,,,,,5.505,5.545,56.05,0,0.8642285,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,6,South Steep,south,2,2,2015,none,no,No Cage,Severe,40,15,15,0,37.50%,no,0,0,0,,,25,,,,,,,,7.05,2.58,16.25,0.03024732,0.13758615,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,6,South Steep,south,2,2,2015,big,no,Caged,No Herbivory,40,4,4,0,10.00%,no,0,0,0,,,36,,,,,,,,6.295,3.415,26.9,0.04098806,0.29874805,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,6,South Steep,south,2,2,2015,small,no,Caged,Mild,40,11,11,0,27.50%,no,0,0,0,,,29,,,,,,,,6.905,3.605,16.8,0.033586855,0.122796,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,4,No.aspect Swale,no.aspect,2,2,2015,none,no,No Cage,Severe,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.175,2.545,32.2,0.024426855,0.76217225,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,4,No.aspect Swale,no.aspect,2,2,2015,big,no,Caged,No Herbivory,40,7,6,1,17.50%,no,26,26,14.28571429,70,43,85,,,,,,,,6.38,2.07,28.1,0.055314835,0.5421546,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,4,No.aspect Swale,no.aspect,2,2,2015,small,no,Caged,Mild,40,13,13,0,32.50%,no,0,0,0,,,27,,,,,,,,6.69,2.915,35.1,0.061559985,0.54151915,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,5,No.aspect Swale,no.aspect,2,2,2015,none,no,No Cage,No Herbivory,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.07,2.867,42.75,0.032717105,0.7005486,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,5,No.aspect Swale,no.aspect,2,2,2015,big,no,Caged,Mild,40,8,8,0,20.00%,no,0,0,0,,,32,,,,,,,,6.25,4.731,26.75,0.0408588,1.25105595,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,5,No.aspect Swale,no.aspect,2,2,2015,small,no,Caged,Mild,40,10,5,5,25.00%,no,59,11.8,50,82,18.5,148,,,,,,,,6.775,2.575,20.75,0.052427105,0.468903,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,6,No.aspect Swale,no.aspect,2,2,2015,none,no,No Cage,Severe,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,6.815,2.1955,30.9,0.076410345,0.65390695,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,6,No.aspect Swale,no.aspect,2,2,2015,big,no,Caged,Mild,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,5.375,1.8165,46.95,0,0.6073881,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
swale,6,No.aspect Swale,no.aspect,2,2,2015,small,no,Caged,No Herbivory,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,7.415,1.85,32.8,0.063681345,0.4955881,,,,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,1,South Gentle,south,1,1,2014,none,no,No Cage,Severe,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.2,2.43,29.55,0.05107025,0.41182745,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,1,South Gentle,south,1,1,2014,big,no,Caged,No Herbivory,40,4,4,0,10.00%,no,0,0,0,,,36,,,,,,,,5.97,3.1305,29.4,0.034872385,0.2726921,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,1,South Gentle,south,1,1,2014,small,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.665,2.7,48.7,0.02351763,0.59764135,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
